50|0.000000000000000|52
100|0.000000000000000|102
500|0.000000000000000|502
1000|0.000000000000000|1002
5000|0.000000000000000|5002
10000|0.000000000000000|10002
50000|0.000995000000000|50002
100000|0.001002000000000|100002
500000|0.003001000000000|500002
1000000|0.014000000000000|1000002
5000000|0.041001000000000|5000002
10000000|0.203001000000000|10000002
50|0.000000000000000|52
100|0.000000000000000|102
500|0.000000000000000|502
1000|0.000000000000000|1002
5000|0.000000000000000|5002
10000|0.000000000000000|10002
50000|0.001003000000000|50002
100000|0.000996000000000|100002
500000|0.004001000000000|500002
1000000|0.013000000000000|1000002
5000000|0.042001000000000|5000002
10000000|0.188000000000000|10000002
